supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Scalpel,City Pharmacy Co.,2709,Mediclinic City Hospital Dubai,19,1,901
Insulin Pen,AKI Pharma,4184,Emirates Hospital Dubai,16,1,299
Levothyroxine,Planet Distribution,4799,Mediclinic City Hospital Dubai,28,1,633
Hand Sanitizer,Global Med UAE,251,Al Zahra Hospital Dubai,42,5,120
Amoxicillin,Metromed,657,American Hospital Dubai,48,2,141
Blood Pressure Monitor,Al Zahrawi Medical,3332,Saudi German Hospital Dubai,35,5,131
Doxycycline,Paramount Medical Equipment Trading LLC,4961,NMC Royal Hospital Dubai,14,5,942
Metformin,AKI Pharma,1548,American Hospital Dubai,14,3,424
Simvastatin,City Pharmacy Co.,79,Dubai Hospital,24,4,844
Paracetamol,Global Med UAE,3660,Emirates Hospital Dubai,49,1,322
Aspirin,Metromed,94,Mediclinic City Hospital Dubai,47,4,825
Metformin,Al Maqam Medical Supplies LLC,372,Emirates Hospital Dubai,35,2,524
Insulin Pen,Al Naghi Medical,2736,Emirates Hospital Dubai,26,1,108
Disposable Gloves,Kiwi Medical Supplies,3284,Al Zahra Hospital Dubai,26,3,348
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,3328,Al Zahra Hospital Dubai,18,4,548
Hand Sanitizer,HealthPro Distributors UAE,2331,NMC Royal Hospital Dubai,18,3,483
Scalpel,AKI Pharma,3513,Al Zahra Hospital Dubai,22,4,389
Pantoprazole,Paramount Medical Equipment Trading LLC,3421,Al Zahra Hospital Dubai,34,5,669
Bandage Roll,Global Med UAE,1713,American Hospital Dubai,25,2,110
Disposable Gloves,MPC Healthcare,1977,Dubai Hospital,40,2,664
Disposable Gloves,Al Naghi Medical,3696,Saudi German Hospital Dubai,45,3,791
Ventilator,Al Maqam Medical Supplies LLC,1777,NMC Royal Hospital Dubai,27,3,504
Ciprofloxacin,Al Maqam Medical Supplies LLC,4984,American Hospital Dubai,24,2,300
Pulse Oximeter,City Pharmacy Co.,4122,Saudi German Hospital Dubai,25,2,763
Losartan,Babirus LLC,599,Emirates Hospital Dubai,21,3,137
Simvastatin,HealthPro Distributors UAE,4435,American Hospital Dubai,17,2,692
Lisinopril,Kiwi Medical Supplies,1056,Thumbay Hospital Dubai,27,3,584
Levothyroxine,Al Naghi Medical,2855,American Hospital Dubai,38,3,470
Sterile Gauze,Paramount Medical Equipment Trading LLC,3608,Al Zahra Hospital Dubai,34,3,790
Disposable Gloves,Kiwi Medical Supplies,3506,Saudi German Hospital Dubai,37,4,672
Bandage Roll,Gulf Drug,617,NMC Royal Hospital Dubai,46,1,134
Defibrillator,Al Zahrawi Medical,4201,NMC Royal Hospital Dubai,26,3,752
Insulin Pen,Kiwi Medical Supplies,4579,Saudi German Hospital Dubai,25,3,543
Ciprofloxacin,Paramount Medical Equipment Trading LLC,2843,Al Zahra Hospital Dubai,43,4,397
Omeprazole,Metromed,4163,Mediclinic City Hospital Dubai,17,3,819
Stethoscope,HealthPro Distributors UAE,990,American Hospital Dubai,29,2,586
Salbutamol,City Pharmacy Co.,1098,Al Zahra Hospital Dubai,38,3,751
Wheelchair,Planet Distribution,4863,Thumbay Hospital Dubai,15,3,125
Scalpel,Global Med UAE,4436,Dubai Hospital,31,2,703
Lisinopril,AKI Pharma,1645,Emirates Hospital Dubai,26,3,992
Hand Sanitizer,MPC Healthcare,4558,Saudi German Hospital Dubai,39,3,962
Aspirin,Paramount Medical Equipment Trading LLC,4222,Dubai Hospital,43,2,404
Thermometer,Paramount Medical Equipment Trading LLC,2506,American Hospital Dubai,12,3,551
Disposable Gloves,City Pharmacy Co.,153,NMC Royal Hospital Dubai,33,2,942
Atorvastatin,Global Med UAE,1281,Emirates Hospital Dubai,45,4,392
Aspirin,Al Maqam Medical Supplies LLC,700,Dubai Hospital,44,3,436
Hand Sanitizer,Al Zahrawi Medical,4733,Mediclinic City Hospital Dubai,27,3,851
Hand Sanitizer,City Pharmacy Co.,1853,Dubai Hospital,39,4,537
Pulse Oximeter,Al Maqam Medical Supplies LLC,88,Thumbay Hospital Dubai,46,4,422
Drip Stand,MPC Healthcare,3445,NMC Royal Hospital Dubai,17,3,386
Stethoscope,MPC Healthcare,3653,Saudi German Hospital Dubai,44,1,328
Oxygen Cylinder,Al Naghi Medical,1478,American Hospital Dubai,37,5,781
Ventilator,Paramount Medical Equipment Trading LLC,4058,Saudi German Hospital Dubai,12,2,185
ECG Machine,Paramount Medical Equipment Trading LLC,830,Emirates Hospital Dubai,13,4,564
IV Bag,Babirus LLC,1801,American Hospital Dubai,36,4,268
Ibuprofen,Pharma Solutions,1826,Al Zahra Hospital Dubai,14,5,550
Pulse Oximeter,Paramount Medical Equipment Trading LLC,2784,Mediclinic City Hospital Dubai,16,3,958
Insulin Pen,HealthPro Distributors UAE,2715,Al Zahra Hospital Dubai,39,1,818
Salbutamol,Metromed,1130,Al Zahra Hospital Dubai,25,2,566
Azithromycin,Al Maqam Medical Supplies LLC,3630,Saudi German Hospital Dubai,35,3,939
Metformin,City Pharmacy Co.,4702,Emirates Hospital Dubai,27,3,710
Defibrillator,Al Zahrawi Medical,4785,Mediclinic City Hospital Dubai,25,3,356
Insulin Pen,Kiwi Medical Supplies,3786,Dubai Hospital,31,4,680
Metformin,Al Zahrawi Medical,3275,American Hospital Dubai,43,1,260
Insulin Pen,City Pharmacy Co.,491,American Hospital Dubai,27,4,223
Hand Sanitizer,City Pharmacy Co.,4674,Thumbay Hospital Dubai,38,4,571
Thermometer,Al Naghi Medical,87,NMC Royal Hospital Dubai,24,3,110
Simvastatin,Al Maqam Medical Supplies LLC,2190,Thumbay Hospital Dubai,38,2,636
Stethoscope,Al Zahrawi Medical,3380,Dubai Hospital,42,3,445
Drip Stand,Al Zahrawi Medical,4853,Thumbay Hospital Dubai,39,4,853
Drip Stand,Al Zahrawi Medical,359,American Hospital Dubai,20,3,248
Levothyroxine,Metromed,1888,Saudi German Hospital Dubai,36,3,498
Insulin Pen,Metromed,3187,Al Zahra Hospital Dubai,26,2,726
Lisinopril,Planet Distribution,825,Emirates Hospital Dubai,37,3,585
Drip Stand,Al Naghi Medical,4583,Al Zahra Hospital Dubai,19,3,744
Lisinopril,Pharma Solutions,30,Al Zahra Hospital Dubai,48,5,739
Atorvastatin,Planet Distribution,1663,Mediclinic City Hospital Dubai,22,3,108
Paracetamol,AKI Pharma,3383,American Hospital Dubai,47,3,506
Aspirin,Pharma Solutions,4510,Dubai Hospital,32,4,808
Lisinopril,City Pharmacy Co.,2352,Dubai Hospital,50,3,551
Surgical Masks,Global Med UAE,398,Emirates Hospital Dubai,27,2,372
Pantoprazole,Babirus LLC,359,Saudi German Hospital Dubai,12,3,444
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,301,Mediclinic City Hospital Dubai,43,2,922
Blood Pressure Monitor,Babirus LLC,808,NMC Royal Hospital Dubai,32,3,408
Insulin Pen,HealthPro Distributors UAE,4528,Saudi German Hospital Dubai,12,1,991
Wheelchair,Al Naghi Medical,2200,Thumbay Hospital Dubai,19,2,131
Levothyroxine,Gulf Drug,3662,Saudi German Hospital Dubai,31,3,313
Disposable Gloves,Gulf Drug,1570,Saudi German Hospital Dubai,48,2,633
Simvastatin,Al Zahrawi Medical,1852,Al Zahra Hospital Dubai,22,3,938
Azithromycin,AKI Pharma,4652,Saudi German Hospital Dubai,44,2,893
Bandage Roll,Paramount Medical Equipment Trading LLC,2087,Dubai Hospital,45,4,301
IV Bag,Al Maqam Medical Supplies LLC,3931,Thumbay Hospital Dubai,44,4,689
Salbutamol,MPC Healthcare,2063,Thumbay Hospital Dubai,37,5,779
Surgical Masks,Pharma Solutions,2496,American Hospital Dubai,25,5,761
Metronidazole,Pharma Solutions,1691,Saudi German Hospital Dubai,31,3,480
Syringe Set,HealthPro Distributors UAE,3949,Al Zahra Hospital Dubai,12,1,554
Hand Sanitizer,MPC Healthcare,2566,Saudi German Hospital Dubai,40,3,441
Hand Sanitizer,Gulf Drug,2774,NMC Royal Hospital Dubai,50,5,908
Losartan,Gulf Drug,821,NMC Royal Hospital Dubai,50,3,502
Lisinopril,Babirus LLC,1863,Al Zahra Hospital Dubai,28,5,951
Stethoscope,Babirus LLC,4032,American Hospital Dubai,43,5,218
Omeprazole,Babirus LLC,1596,American Hospital Dubai,20,3,517
Bandage Roll,City Pharmacy Co.,768,Thumbay Hospital Dubai,24,5,335
Pantoprazole,Global Med UAE,2207,Thumbay Hospital Dubai,49,3,804
Pantoprazole,Global Med UAE,1991,Mediclinic City Hospital Dubai,11,4,964
Pulse Oximeter,Metromed,2082,Al Zahra Hospital Dubai,44,3,465
Disposable Gloves,City Pharmacy Co.,4891,Saudi German Hospital Dubai,27,3,651
Scalpel,Metromed,780,Emirates Hospital Dubai,17,2,958
Doxycycline,Gulf Drug,1984,Al Zahra Hospital Dubai,16,4,828
Metronidazole,Kiwi Medical Supplies,3141,Mediclinic City Hospital Dubai,49,1,410
Aspirin,City Pharmacy Co.,2361,Thumbay Hospital Dubai,29,4,849
Pantoprazole,Kiwi Medical Supplies,3052,Al Zahra Hospital Dubai,11,3,494
Wheelchair,HealthPro Distributors UAE,2147,Al Zahra Hospital Dubai,43,1,493
Bandage Roll,HealthPro Distributors UAE,1869,Thumbay Hospital Dubai,34,1,905
Losartan,City Pharmacy Co.,2385,Dubai Hospital,14,2,902
Ventilator,Kiwi Medical Supplies,4296,Mediclinic City Hospital Dubai,37,3,916
Syringe Set,Pharma Solutions,597,Thumbay Hospital Dubai,17,3,174
Ventilator,AKI Pharma,3547,American Hospital Dubai,15,3,782
Oxygen Cylinder,Al Maqam Medical Supplies LLC,828,Saudi German Hospital Dubai,36,4,762
Disposable Gloves,HealthPro Distributors UAE,3450,Thumbay Hospital Dubai,13,3,237
Aspirin,Al Naghi Medical,4966,Mediclinic City Hospital Dubai,35,3,327
Atorvastatin,MPC Healthcare,2982,NMC Royal Hospital Dubai,27,4,382
Salbutamol,MPC Healthcare,2114,American Hospital Dubai,12,3,623
Omeprazole,Kiwi Medical Supplies,1676,NMC Royal Hospital Dubai,13,3,987
ECG Machine,City Pharmacy Co.,3293,Emirates Hospital Dubai,42,1,363
Simvastatin,Metromed,1497,Thumbay Hospital Dubai,39,2,417
Syringe Set,Al Naghi Medical,4638,American Hospital Dubai,15,3,525
Azithromycin,Kiwi Medical Supplies,3462,Saudi German Hospital Dubai,44,4,111
Ventilator,AKI Pharma,223,Thumbay Hospital Dubai,35,3,199
Insulin Pen,Gulf Drug,3172,Saudi German Hospital Dubai,35,3,972
Azithromycin,City Pharmacy Co.,2811,Dubai Hospital,19,2,146
Hydrochlorothiazide,Al Zahrawi Medical,1092,Al Zahra Hospital Dubai,40,4,381
Lisinopril,Al Zahrawi Medical,746,NMC Royal Hospital Dubai,11,3,302
Fluconazole,Al Maqam Medical Supplies LLC,3782,American Hospital Dubai,48,3,886
Pulse Oximeter,AKI Pharma,3139,Saudi German Hospital Dubai,25,4,619
Salbutamol,MPC Healthcare,4975,Mediclinic City Hospital Dubai,29,3,469
Sterile Gauze,Kiwi Medical Supplies,1298,Saudi German Hospital Dubai,37,1,268
Sterile Gauze,Pharma Solutions,332,Mediclinic City Hospital Dubai,31,3,111
Prednisolone,HealthPro Distributors UAE,1054,Thumbay Hospital Dubai,40,2,433
Wheelchair,Al Naghi Medical,4001,American Hospital Dubai,13,3,612
Doxycycline,Metromed,816,Saudi German Hospital Dubai,25,3,280
Disposable Gloves,Metromed,3135,Emirates Hospital Dubai,16,3,881
Bandage Roll,Global Med UAE,3205,Saudi German Hospital Dubai,23,2,254
Bandage Roll,HealthPro Distributors UAE,1980,Dubai Hospital,45,2,462
Ibuprofen,Al Naghi Medical,3115,Emirates Hospital Dubai,17,3,975
Pulse Oximeter,Al Naghi Medical,1817,American Hospital Dubai,24,3,960
Pulse Oximeter,Paramount Medical Equipment Trading LLC,3802,Dubai Hospital,18,4,392
Hydrochlorothiazide,MPC Healthcare,78,Saudi German Hospital Dubai,18,3,634
Hydrochlorothiazide,Al Maqam Medical Supplies LLC,212,Mediclinic City Hospital Dubai,33,2,693
Thermometer,Al Naghi Medical,552,Saudi German Hospital Dubai,36,5,384
Bandage Roll,AKI Pharma,1192,NMC Royal Hospital Dubai,16,2,736
Atorvastatin,City Pharmacy Co.,3749,Thumbay Hospital Dubai,16,5,175
Simvastatin,AKI Pharma,3125,Al Zahra Hospital Dubai,49,5,721
Surgical Scissors,Global Med UAE,4974,Mediclinic City Hospital Dubai,19,3,862
Metronidazole,Metromed,645,NMC Royal Hospital Dubai,24,4,406
Bandage Roll,MPC Healthcare,2224,Emirates Hospital Dubai,21,3,743
Insulin Pen,Al Maqam Medical Supplies LLC,1602,Thumbay Hospital Dubai,43,3,125
Blood Pressure Monitor,City Pharmacy Co.,3945,American Hospital Dubai,14,3,255
Sterile Gauze,Planet Distribution,2907,Mediclinic City Hospital Dubai,11,1,645
Insulin Pen,Paramount Medical Equipment Trading LLC,1827,Al Zahra Hospital Dubai,23,4,414
Paracetamol,Kiwi Medical Supplies,739,Thumbay Hospital Dubai,22,4,888
Azithromycin,Al Zahrawi Medical,4806,Emirates Hospital Dubai,27,3,704
Blood Pressure Monitor,Metromed,772,Dubai Hospital,30,3,107
Salbutamol,HealthPro Distributors UAE,635,Dubai Hospital,13,5,299
Fluconazole,Al Maqam Medical Supplies LLC,3814,Al Zahra Hospital Dubai,48,3,247
Hand Sanitizer,HealthPro Distributors UAE,3425,American Hospital Dubai,33,4,187
Fluconazole,Gulf Drug,2601,American Hospital Dubai,49,3,139
Metronidazole,Paramount Medical Equipment Trading LLC,1190,Emirates Hospital Dubai,10,3,537
Thermometer,AKI Pharma,2352,Mediclinic City Hospital Dubai,28,5,370
Ventilator,Gulf Drug,2517,Emirates Hospital Dubai,36,3,217
Azithromycin,Kiwi Medical Supplies,4911,Saudi German Hospital Dubai,50,4,457
IV Bag,Metromed,3975,American Hospital Dubai,20,3,805
Azithromycin,Al Maqam Medical Supplies LLC,394,Thumbay Hospital Dubai,43,2,190
Ventilator,Paramount Medical Equipment Trading LLC,484,Saudi German Hospital Dubai,20,2,451
Defibrillator,HealthPro Distributors UAE,774,Dubai Hospital,22,3,907
Salbutamol,Global Med UAE,344,Dubai Hospital,41,3,791
Losartan,Metromed,548,NMC Royal Hospital Dubai,22,3,103
Stethoscope,Al Naghi Medical,2875,Al Zahra Hospital Dubai,37,4,368
Pantoprazole,Pharma Solutions,205,Saudi German Hospital Dubai,24,3,899
Ibuprofen,City Pharmacy Co.,766,Al Zahra Hospital Dubai,45,5,102
Metronidazole,Metromed,141,Emirates Hospital Dubai,47,3,346
Hand Sanitizer,Planet Distribution,534,Saudi German Hospital Dubai,48,2,957
Lisinopril,Al Zahrawi Medical,656,Emirates Hospital Dubai,19,4,254
Omeprazole,Al Naghi Medical,2947,NMC Royal Hospital Dubai,21,3,298
Syringe Set,Al Zahrawi Medical,4858,American Hospital Dubai,25,1,762
Wheelchair,City Pharmacy Co.,2305,Dubai Hospital,39,5,292
Ibuprofen,City Pharmacy Co.,2554,NMC Royal Hospital Dubai,32,2,203
Surgical Masks,Gulf Drug,1289,Dubai Hospital,23,3,509
Simvastatin,Pharma Solutions,2660,American Hospital Dubai,43,3,699
Aspirin,MPC Healthcare,2867,Emirates Hospital Dubai,23,2,638
Bandage Roll,Pharma Solutions,3296,American Hospital Dubai,44,4,129
Metformin,Al Zahrawi Medical,4022,Dubai Hospital,26,3,669
Aspirin,Planet Distribution,3065,Dubai Hospital,21,3,314
Disposable Gloves,Al Zahrawi Medical,2653,Al Zahra Hospital Dubai,50,1,301
Paracetamol,Kiwi Medical Supplies,1058,Thumbay Hospital Dubai,34,3,589
IV Bag,Al Naghi Medical,3930,NMC Royal Hospital Dubai,11,4,120
Surgical Scissors,MPC Healthcare,4426,Saudi German Hospital Dubai,36,4,104
Defibrillator,Metromed,4441,Dubai Hospital,12,2,674
Ciprofloxacin,HealthPro Distributors UAE,1241,NMC Royal Hospital Dubai,13,5,665
Insulin Pen,MPC Healthcare,2699,Al Zahra Hospital Dubai,41,2,361
Ciprofloxacin,City Pharmacy Co.,1843,American Hospital Dubai,43,3,761
Hand Sanitizer,Al Zahrawi Medical,4005,Al Zahra Hospital Dubai,10,2,261
Lisinopril,Gulf Drug,3104,Mediclinic City Hospital Dubai,25,3,178
Disposable Gloves,City Pharmacy Co.,4407,Mediclinic City Hospital Dubai,18,3,485
Metformin,City Pharmacy Co.,778,Saudi German Hospital Dubai,19,2,109
Ventilator,HealthPro Distributors UAE,4292,Al Zahra Hospital Dubai,29,3,795
Pulse Oximeter,Al Zahrawi Medical,1281,Emirates Hospital Dubai,46,3,467
Oxygen Cylinder,Kiwi Medical Supplies,4666,Saudi German Hospital Dubai,12,2,249
Stethoscope,Gulf Drug,4968,Emirates Hospital Dubai,22,3,597
Ventilator,Babirus LLC,4292,Saudi German Hospital Dubai,42,3,104
ECG Machine,Al Maqam Medical Supplies LLC,1803,Mediclinic City Hospital Dubai,25,4,746
Pantoprazole,Paramount Medical Equipment Trading LLC,2133,Saudi German Hospital Dubai,29,2,128
Wheelchair,Pharma Solutions,4313,Mediclinic City Hospital Dubai,45,4,791
Fluconazole,Metromed,1546,Dubai Hospital,41,4,979
Wheelchair,Al Maqam Medical Supplies LLC,2506,American Hospital Dubai,46,3,856
Metronidazole,Global Med UAE,2471,Emirates Hospital Dubai,12,4,424
Wheelchair,Paramount Medical Equipment Trading LLC,2529,Al Zahra Hospital Dubai,42,3,106
Surgical Masks,Al Maqam Medical Supplies LLC,3703,Dubai Hospital,19,2,584
Aspirin,City Pharmacy Co.,4803,Dubai Hospital,31,3,659
Paracetamol,Al Maqam Medical Supplies LLC,810,Saudi German Hospital Dubai,41,3,685
Wheelchair,MPC Healthcare,3505,Mediclinic City Hospital Dubai,39,3,882
IV Bag,AKI Pharma,4183,NMC Royal Hospital Dubai,24,1,414
Ventilator,Metromed,1704,Emirates Hospital Dubai,42,2,880
Drip Stand,MPC Healthcare,432,Dubai Hospital,42,3,919
Disposable Gloves,Gulf Drug,2175,Saudi German Hospital Dubai,45,3,846
Simvastatin,Paramount Medical Equipment Trading LLC,3726,Thumbay Hospital Dubai,37,4,777
Thermometer,MPC Healthcare,3022,American Hospital Dubai,10,3,686
Ciprofloxacin,Al Maqam Medical Supplies LLC,1250,American Hospital Dubai,48,1,129
Syringe Set,HealthPro Distributors UAE,45,NMC Royal Hospital Dubai,13,4,340
Hand Sanitizer,AKI Pharma,2350,Mediclinic City Hospital Dubai,26,3,874
Losartan,Al Zahrawi Medical,1316,Saudi German Hospital Dubai,48,1,979
Surgical Scissors,MPC Healthcare,1125,Emirates Hospital Dubai,41,2,607
Pantoprazole,Global Med UAE,4109,Mediclinic City Hospital Dubai,22,3,287
Scalpel,Pharma Solutions,3401,American Hospital Dubai,24,2,552
Hand Sanitizer,Planet Distribution,1783,Mediclinic City Hospital Dubai,22,3,381
Doxycycline,Babirus LLC,3737,American Hospital Dubai,12,3,163
Simvastatin,Metromed,3144,Mediclinic City Hospital Dubai,29,2,102
Azithromycin,Al Maqam Medical Supplies LLC,3241,NMC Royal Hospital Dubai,35,3,123
Oxygen Cylinder,Pharma Solutions,4510,Al Zahra Hospital Dubai,32,4,987
Thermometer,MPC Healthcare,3024,NMC Royal Hospital Dubai,22,2,983
Bandage Roll,AKI Pharma,1522,NMC Royal Hospital Dubai,37,2,316
Prednisolone,Pharma Solutions,1643,Al Zahra Hospital Dubai,28,5,139
Simvastatin,Pharma Solutions,2680,Al Zahra Hospital Dubai,34,2,992
Prednisolone,Global Med UAE,148,Dubai Hospital,21,2,637
Aspirin,Paramount Medical Equipment Trading LLC,3097,Dubai Hospital,38,4,727
Lisinopril,Planet Distribution,1747,Saudi German Hospital Dubai,47,3,854
Doxycycline,MPC Healthcare,1676,Emirates Hospital Dubai,32,2,340
Omeprazole,Al Naghi Medical,4271,Emirates Hospital Dubai,32,2,523
Simvastatin,Planet Distribution,1469,Saudi German Hospital Dubai,10,1,724
Simvastatin,Metromed,4945,NMC Royal Hospital Dubai,43,3,395
Aspirin,City Pharmacy Co.,124,NMC Royal Hospital Dubai,10,5,617
Surgical Masks,Al Naghi Medical,3506,American Hospital Dubai,25,1,716
Paracetamol,Paramount Medical Equipment Trading LLC,1677,American Hospital Dubai,18,3,602
Stethoscope,Planet Distribution,201,Emirates Hospital Dubai,15,2,631
Levothyroxine,Paramount Medical Equipment Trading LLC,1286,Saudi German Hospital Dubai,14,3,599
Salbutamol,HealthPro Distributors UAE,4291,Thumbay Hospital Dubai,16,2,869
Prednisolone,Metromed,4212,Dubai Hospital,40,4,666
Ciprofloxacin,Metromed,4039,Thumbay Hospital Dubai,24,3,900
Prednisolone,Global Med UAE,1764,Saudi German Hospital Dubai,36,4,167
Pantoprazole,City Pharmacy Co.,2044,American Hospital Dubai,26,3,791
Metformin,Al Maqam Medical Supplies LLC,655,Emirates Hospital Dubai,22,4,662
Fluconazole,Global Med UAE,1949,Emirates Hospital Dubai,27,3,171
Ibuprofen,HealthPro Distributors UAE,2293,American Hospital Dubai,50,3,962
Hydrochlorothiazide,Babirus LLC,1177,Thumbay Hospital Dubai,49,4,103
Simvastatin,Kiwi Medical Supplies,1485,Mediclinic City Hospital Dubai,18,5,405
Hand Sanitizer,Paramount Medical Equipment Trading LLC,373,Mediclinic City Hospital Dubai,19,2,563
Simvastatin,Al Naghi Medical,1603,American Hospital Dubai,30,2,809
Paracetamol,AKI Pharma,249,Mediclinic City Hospital Dubai,42,3,346
Disposable Gloves,Al Zahrawi Medical,4541,Al Zahra Hospital Dubai,49,3,591
Metformin,Gulf Drug,1501,Saudi German Hospital Dubai,40,4,665
Paracetamol,Gulf Drug,2630,Saudi German Hospital Dubai,23,3,756
Blood Pressure Monitor,Metromed,787,American Hospital Dubai,26,4,270
Oxygen Cylinder,Al Zahrawi Medical,3038,NMC Royal Hospital Dubai,34,5,264
Paracetamol,Al Zahrawi Medical,4317,Dubai Hospital,15,3,274
Surgical Masks,Planet Distribution,2410,Thumbay Hospital Dubai,40,1,171
Ciprofloxacin,Planet Distribution,2482,American Hospital Dubai,15,2,388
Losartan,Gulf Drug,4991,Mediclinic City Hospital Dubai,24,3,756
Fluconazole,Pharma Solutions,791,Thumbay Hospital Dubai,25,3,992
Thermometer,City Pharmacy Co.,99,NMC Royal Hospital Dubai,48,3,848
Disposable Gloves,Babirus LLC,643,Mediclinic City Hospital Dubai,22,2,871
Insulin Pen,Paramount Medical Equipment Trading LLC,493,Emirates Hospital Dubai,16,4,151
Drip Stand,Metromed,2074,Dubai Hospital,13,3,326
Drip Stand,Babirus LLC,4344,Al Zahra Hospital Dubai,11,5,186
Omeprazole,Al Maqam Medical Supplies LLC,2987,Mediclinic City Hospital Dubai,22,3,620
Ibuprofen,Gulf Drug,4916,Al Zahra Hospital Dubai,26,3,981
Ciprofloxacin,Babirus LLC,3781,Thumbay Hospital Dubai,24,1,182
Sterile Gauze,Gulf Drug,1101,Al Zahra Hospital Dubai,37,2,785
Doxycycline,Pharma Solutions,3145,Thumbay Hospital Dubai,40,4,943
Fluconazole,Paramount Medical Equipment Trading LLC,1617,Thumbay Hospital Dubai,35,1,218
Prednisolone,City Pharmacy Co.,486,Thumbay Hospital Dubai,31,4,853
Simvastatin,Al Maqam Medical Supplies LLC,3698,Thumbay Hospital Dubai,26,3,936
Salbutamol,Planet Distribution,3116,Thumbay Hospital Dubai,18,3,408
Wheelchair,Pharma Solutions,595,Mediclinic City Hospital Dubai,19,3,996
Losartan,City Pharmacy Co.,2905,Thumbay Hospital Dubai,37,1,580
Prednisolone,MPC Healthcare,4090,Mediclinic City Hospital Dubai,46,2,155
Aspirin,Gulf Drug,608,Thumbay Hospital Dubai,31,2,618
Ventilator,Planet Distribution,4309,Al Zahra Hospital Dubai,45,4,953
