supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week,hashcode
Disposable Gloves,Babirus LLC,6375.0,Al Zahra Hospital Dubai,27,3,238,530f7c60d1e1ea59024a76443f01cdf0
Salbutamol,Kiwi Medical Supplies,8589.0,Al Zahra Hospital Dubai,35,5,971,3cf58d5fb92e19a71ca8e140af2a6527
Aspirin,Gulf Drug,10206.0,Thumbay Hospital Dubai,16,3,424,c572b4769b705128985ec69a5deff8bf
ECG Machine,Kiwi Medical Supplies,991.0,NMC Royal Hospital Dubai,41,4,118,3fe5768a66650cf35887af239d15dd55
Disposable Gloves,Al Naghi Medical,6220.0,Al Zahra Hospital Dubai,29,1,606,74710939796d5efcb271d1df0d94d647
Fluconazole,Global Med UAE,9450.0,Thumbay Hospital Dubai,22,3,620,b9b085c4ca0f6fb82a05529d58e10fb3
Metronidazole,Babirus LLC,3048.0,Mediclinic City Hospital Dubai,19,3,772,d5eb5c2308a5c499f0c59b45e5dedbe4
Atorvastatin,Metromed,6171.0,NMC Royal Hospital Dubai,29,4,791,c01e6c0a9e91e9016fa9bc59ad1c8c58
Omeprazole,Al Naghi Medical,9971.0,Dubai Hospital,28,4,182,26c440fc42c04283e4f7b9704d7dec48
Pulse Oximeter,AKI Pharma,2225.0,Al Zahra Hospital Dubai,37,3,908,f0e2f4d129837207e7e51e35f79b6f2a
Fluconazole,Metromed,8866.0,Emirates Hospital Dubai,48,3,553,34476a0bc03aa08001b8df13b25f761b
Metronidazole,AKI Pharma,4267.0,American Hospital Dubai,33,4,204,40d6b818b6cd5243698b2aca8dad43cb
Pantoprazole,MPC Healthcare,2036.0,Mediclinic City Hospital Dubai,33,1,130,b901b2128900ff46dd433d9b9b6fe2f3
Azithromycin,Babirus LLC,9740.0,Mediclinic City Hospital Dubai,11,2,432,b151403af27cf8a3bcf8a854c1cf0fe4
Metronidazole,Planet Distribution,2383.0,Dubai Hospital,32,3,646,8295d3da743970fa6adebcad3359b9d7
Hand Sanitizer,Pharma Solutions,1975.0,Thumbay Hospital Dubai,35,3,828,6e6570eb86d3fe58ffb6a4f3dbb378a9
Surgical Masks,City Pharmacy Co.,3806.0,Mediclinic City Hospital Dubai,28,3,185,1ef8ddcedbb7e0bdaaa4868eb0427061
Hydrochlorothiazide,AKI Pharma,10492.0,NMC Royal Hospital Dubai,20,3,401,bfb101187c9a701336c7a7e2cc3a738c
Oxygen Cylinder,Gulf Drug,4885.0,Al Zahra Hospital Dubai,48,5,541,c0b09d945fa159ab4cf2278ac9ef0b93
Surgical Scissors,MPC Healthcare,1193.0,Al Zahra Hospital Dubai,26,3,223,509bc72b32ccaa813cad5d97cdda0ecc
Ciprofloxacin,MPC Healthcare,7883.0,Emirates Hospital Dubai,22,3,351,32e75fe6ec7db4048f0ca8145717d186
Blood Pressure Monitor,Planet Distribution,4896.0,Dubai Hospital,48,3,473,6ec04f7cdc03d9df65a56c17ab91197b
Sterile Gauze,Al Zahrawi Medical,409.0,American Hospital Dubai,25,4,579,f0dd5bb8bf5f216cc342d0f4c7c2e252
Thermometer,Pharma Solutions,9750.0,Thumbay Hospital Dubai,23,3,684,2572455c49f14747e7ba796beb6b093b
Defibrillator,Gulf Drug,2371.0,American Hospital Dubai,33,1,332,4db5508f7fe7fa7c33eee951309a48a7
Defibrillator,Babirus LLC,2292.0,Mediclinic City Hospital Dubai,38,4,812,bbf20376286452798816d7732b342399
Salbutamol,MPC Healthcare,7521.0,Dubai Hospital,22,3,379,bbd7dd5fc1ff1f7c695f1c750ee332b5
Thermometer,Paramount Medical Equipment Trading LLC,5561.0,Emirates Hospital Dubai,16,3,285,0cd753ce6502c531460cb15e1773927b
Paracetamol,Babirus LLC,15083.0,American Hospital Dubai,17,2,337,06c90a6a9474aa56da513c38c24a403f
ECG Machine,Kiwi Medical Supplies,1377.0,NMC Royal Hospital Dubai,26,3,133,7935c4480c3d641803bf967617347c83
Prednisolone,Babirus LLC,8113.0,Al Zahra Hospital Dubai,47,3,375,554b5012c41f04ad022ef1e1fb06f13b
Disposable Gloves,Metromed,8350.0,Mediclinic City Hospital Dubai,35,3,732,c344c5a957d777c5faee9b0adedcca3d
Insulin Pen,MPC Healthcare,5242.0,Emirates Hospital Dubai,42,4,271,b78cb03fb6f04de08d834d56e341b76d
Ventilator,Planet Distribution,5666.0,American Hospital Dubai,47,3,563,9f8bacecca21a0faa343f4c5b6aec97a
Aspirin,Babirus LLC,12497.0,Thumbay Hospital Dubai,39,3,874,5f0122585ac906e6f968604b0e71eef6
Drip Stand,Pharma Solutions,2876.0,NMC Royal Hospital Dubai,17,2,215,8d13b8c55d66f8c8b55d5f5f1eea4701
ECG Machine,Gulf Drug,4209.0,NMC Royal Hospital Dubai,22,3,959,d265b88dac773690d2a2590bfc2b3cdb
Disposable Gloves,HealthPro Distributors UAE,5743.0,American Hospital Dubai,40,3,668,dd851d0785d01bdf141da929d0ce8026
Defibrillator,Pharma Solutions,2876.0,Al Zahra Hospital Dubai,46,2,801,bdaf5e78003bcaf7ac84af8340d5f2a2
Ventilator,Kiwi Medical Supplies,3881.0,American Hospital Dubai,36,3,628,72f0467382a7a6d7e7cea3b40bb50f29
Insulin Pen,Planet Distribution,5605.0,Mediclinic City Hospital Dubai,50,3,658,7fcae8fedd0db456cec72caca4bf4afc
Thermometer,AKI Pharma,7333.0,American Hospital Dubai,45,5,873,31f8bf16a4f5faa5f4206cb3908c77fd
Surgical Scissors,Babirus LLC,1272.0,NMC Royal Hospital Dubai,41,4,610,11d15907ca369e576171b2b60ab619ae
Lisinopril,Kiwi Medical Supplies,8083.0,Emirates Hospital Dubai,17,3,848,128db6ed69f06086265c34142b3130dd
Ibuprofen,Paramount Medical Equipment Trading LLC,3117.0,American Hospital Dubai,34,2,583,a21245c226eed5f926212fe1573144ac
Fluconazole,Pharma Solutions,6043.0,Al Zahra Hospital Dubai,28,3,349,e453af25451cbe8839cba0c6ba41c78e
Atorvastatin,Al Naghi Medical,3598.0,Dubai Hospital,30,3,725,0e663a66bcb82bc94b3fb370d69a1d69
Bandage Roll,Metromed,2507.0,Emirates Hospital Dubai,38,3,182,1ac692c1905dd2db0fd31c53b9d000ca
Surgical Masks,AKI Pharma,7900.0,Thumbay Hospital Dubai,27,2,592,4ae10eed6a521a70c7735bf97400fc28
Surgical Masks,Gulf Drug,6045.0,Saudi German Hospital Dubai,25,4,464,104b37f38d5305ca0dbe6aa234feb074
Omeprazole,Al Naghi Medical,12872.0,American Hospital Dubai,15,5,356,184379ae48eadbad5a2e67a353809cf9
Sterile Gauze,Metromed,938.0,Al Zahra Hospital Dubai,45,3,919,a133694772407e637de576c5605f46b3
Lisinopril,Al Naghi Medical,9956.0,Emirates Hospital Dubai,39,4,540,ea9b30a935f46f9e1986fe644fd298dc
Defibrillator,HealthPro Distributors UAE,915.0,Al Zahra Hospital Dubai,36,2,211,6c0e4f6ad458dbe400ae6afc1190b614
Ciprofloxacin,Al Naghi Medical,6308.0,Thumbay Hospital Dubai,12,3,918,70f54ab704af0ef1534304fae51eceb4
Insulin Pen,Pharma Solutions,7443.0,NMC Royal Hospital Dubai,41,3,608,1d4fb14bfe5a9697b1c5156078a2d717
Ibuprofen,Planet Distribution,4369.0,Al Zahra Hospital Dubai,25,3,317,b0b2f0b32327e3a98dda54352de1cb46
Levothyroxine,Gulf Drug,9291.0,Emirates Hospital Dubai,24,2,255,2c31ace478875cfb850fb6ca8b92b04e
Atorvastatin,Al Naghi Medical,7577.0,Al Zahra Hospital Dubai,47,5,394,4a62df05bdaec9be809ef8fa56586cb2
Paracetamol,Planet Distribution,16676.0,Al Zahra Hospital Dubai,32,5,253,3a3a24d77cacf8f6573126bb212ed753
Ventilator,Al Naghi Medical,4114.0,Al Zahra Hospital Dubai,48,2,305,f0be62c6d157d14f0645297aa3c49ff2
Fluconazole,Babirus LLC,6047.0,Mediclinic City Hospital Dubai,34,3,380,51372eee69d516a7dd579bd7ec3da902
Ciprofloxacin,Al Zahrawi Medical,4282.0,Mediclinic City Hospital Dubai,30,3,586,883bfa3977df0ae09ceeac83e3fc7c4b
Oxygen Cylinder,Global Med UAE,3942.0,NMC Royal Hospital Dubai,36,4,258,c55d61c26dfc0626062ea951c72630e8
Surgical Masks,Gulf Drug,4337.0,American Hospital Dubai,12,4,640,b0073fd77e7e4cc94a66545b0d974f1b
Drip Stand,City Pharmacy Co.,5924.0,Al Zahra Hospital Dubai,41,3,749,5abd9bd6d81eb96523b08989086368b6
Prednisolone,Global Med UAE,4898.0,Thumbay Hospital Dubai,47,3,337,2be5daba2465eb6ecf1f8035145ef17f
Lisinopril,Al Zahrawi Medical,7568.0,American Hospital Dubai,49,4,757,764cd630dd42e287381e62c15a18510d
Doxycycline,Metromed,5081.0,Thumbay Hospital Dubai,33,2,620,fe9aabd4b24a454d0996fc55c39b9254
Syringe Set,Paramount Medical Equipment Trading LLC,23940.0,American Hospital Dubai,16,3,560,5ab0237f33ac6a641d5acdd9523da013
Pantoprazole,Planet Distribution,2684.0,NMC Royal Hospital Dubai,28,3,201,817e276ee4f6ae3c54551ea7c349950d
Wheelchair,HealthPro Distributors UAE,5076.0,Al Zahra Hospital Dubai,38,2,346,c5b99077f8e27c85306c7a028c721145
Hydrochlorothiazide,AKI Pharma,9151.0,Al Zahra Hospital Dubai,32,2,666,4012016670cd8cfdb903ab35e8e65906
Pulse Oximeter,Planet Distribution,3378.0,Saudi German Hospital Dubai,50,3,750,2f7cb56cf4a1cfad72e587239a1c3b4f
Aspirin,Al Maqam Medical Supplies LLC,12758.0,Thumbay Hospital Dubai,31,3,924,703f672e99abd477dd21231424c7a328
Scalpel,City Pharmacy Co.,4868.0,American Hospital Dubai,24,5,190,dc02c76e9d7bb274fd93b6b3ba7bd66c
Stethoscope,MPC Healthcare,7708.0,American Hospital Dubai,26,5,284,6257cfe6b72be8e9da3d56c01073221b
Stethoscope,Babirus LLC,4367.0,Dubai Hospital,42,1,567,c82073d93b9e9ca121bcb1ef4c3ad5b3
Metronidazole,Gulf Drug,2532.0,Dubai Hospital,24,3,870,8f9184b4225365da6ff66bfc2c7cfbc3
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,507.0,Mediclinic City Hospital Dubai,20,4,764,2109d7edead36d536fff924a3e93ead1
Simvastatin,Metromed,11448.0,Saudi German Hospital Dubai,12,3,825,769a3a7b460a49b5589031152bf7ac59
Simvastatin,Metromed,9438.0,Emirates Hospital Dubai,18,4,829,4686900fc7e9b8c5c80d6bf5a975bed5
Wheelchair,Pharma Solutions,3578.0,Dubai Hospital,20,2,496,12b5f715c5eadedb02e4657e12597fe0
Amoxicillin,Pharma Solutions,12740.0,Emirates Hospital Dubai,27,4,875,bcb13841567f20d64f3e19f96cc199f3
Surgical Masks,Al Naghi Medical,3565.0,Mediclinic City Hospital Dubai,39,1,857,b48724eef12e962ecf9ba29af3f34e21
Doxycycline,Pharma Solutions,5020.0,Mediclinic City Hospital Dubai,40,4,670,394c6aac3f8ba3cd930b670dce8068d8
Syringe Set,Al Naghi Medical,20195.0,Mediclinic City Hospital Dubai,41,1,689,852ba18303645e5498044669ca9770b8
Surgical Masks,Planet Distribution,6585.0,Thumbay Hospital Dubai,30,2,732,3250bc43dc64f6c588e62602c4cc7414
Azithromycin,City Pharmacy Co.,11903.0,Thumbay Hospital Dubai,47,3,742,e89f0a96f725a59cf2463544830a8040
Metronidazole,MPC Healthcare,2610.0,NMC Royal Hospital Dubai,28,4,222,cf7c9206859c7e30b97d5b3062d532b9
Syringe Set,Babirus LLC,24035.0,NMC Royal Hospital Dubai,20,4,878,7c5e683369b11d713038bdc4b55d0ea0
Sterile Gauze,Paramount Medical Equipment Trading LLC,2633.0,Mediclinic City Hospital Dubai,37,5,941,e1af7afc00c0abd8469c38526b00e257
Ventilator,Al Naghi Medical,5823.0,Saudi German Hospital Dubai,30,5,361,3b2c2fef846e835f0bfd07006c94c354
Surgical Scissors,AKI Pharma,1891.0,American Hospital Dubai,21,4,792,718de9660c415c645bfcb69dbec9f4b7
IV Bag,Metromed,13220.0,Thumbay Hospital Dubai,24,4,777,f3ba2da69d22069f09bab85b4c638f1c
Losartan,MPC Healthcare,3745.0,Saudi German Hospital Dubai,16,1,504,ce172e6600a18682fccb07a078d7e2bd
Metformin,Babirus LLC,11718.0,Al Zahra Hospital Dubai,49,3,613,b52d26da1a0a18ed6cc295bf5413ed46
Ibuprofen,Al Zahrawi Medical,1321.0,Thumbay Hospital Dubai,50,2,821,316e249772c6f5ac5ba7814c2d29115a
Surgical Scissors,Pharma Solutions,5031.0,Thumbay Hospital Dubai,13,4,211,bdedb5e593a365a827ff7756f94874d3
Hydrochlorothiazide,AKI Pharma,8588.0,NMC Royal Hospital Dubai,38,2,361,2c7065612b2025cbeedd3dab62712870
Defibrillator,Kiwi Medical Supplies,1502.0,American Hospital Dubai,50,3,531,aa05250ee832345320d6e3932a34d495
Wheelchair,Babirus LLC,4356.0,American Hospital Dubai,48,3,144,689f113178935b4c7c38a242db7773d4
Omeprazole,Al Maqam Medical Supplies LLC,13560.0,Dubai Hospital,31,5,852,f7e6723fc282a74e89cc11449dfce8b3
Stethoscope,City Pharmacy Co.,7942.0,Emirates Hospital Dubai,26,3,596,5c4cb64be60a6661d26b5082ee1dbb94
Ciprofloxacin,Paramount Medical Equipment Trading LLC,7149.0,Emirates Hospital Dubai,10,1,350,b60176389863ee5495d2fc1f64a42ec6
Oxygen Cylinder,Metromed,675.0,Emirates Hospital Dubai,34,2,676,1b00078d9ea4c3bcb0e46ac070ec74e6
Insulin Pen,Paramount Medical Equipment Trading LLC,6516.0,Emirates Hospital Dubai,34,4,997,13c1d254757f804750176cb64b9346b1
Ventilator,HealthPro Distributors UAE,1107.0,Al Zahra Hospital Dubai,23,3,763,f7d80719d9e435bb34ebefdba316098a
Metronidazole,Gulf Drug,2826.0,Al Zahra Hospital Dubai,33,3,938,45fb6d3bae4408565f2a42f56e4ac809
Pantoprazole,Paramount Medical Equipment Trading LLC,4172.0,Thumbay Hospital Dubai,14,3,424,55b720321c92cd49a280caacb1334f99
Surgical Scissors,Metromed,240.0,Mediclinic City Hospital Dubai,40,3,626,2e3eb7454611d262a1897caccb31c272
Amoxicillin,Al Zahrawi Medical,14514.0,NMC Royal Hospital Dubai,23,1,410,f4820f02ff6c8c68d1b50e4888ef5d14
Omeprazole,Gulf Drug,13835.0,NMC Royal Hospital Dubai,18,3,818,ac9a8bdd0425ab7e31f9f14ac7a40c3e
ECG Machine,Al Zahrawi Medical,3939.0,Emirates Hospital Dubai,13,3,984,e3ad4eb3e1688b89e09eb6ba2110c040
Thermometer,Babirus LLC,7559.0,Thumbay Hospital Dubai,10,3,765,a7284a8fc0629ef31ca90bfa807d6bdb
Ciprofloxacin,MPC Healthcare,7923.0,Dubai Hospital,38,3,451,93d12b9a169b338e20425139c92f0bd0
Defibrillator,Global Med UAE,926.0,Saudi German Hospital Dubai,39,3,845,525fb28c1bebb2776ac347e25a462941
Bandage Roll,Kiwi Medical Supplies,4556.0,Mediclinic City Hospital Dubai,34,3,687,e7de8af388e1d05e71953fcd3af32340
Scalpel,Pharma Solutions,1692.0,Thumbay Hospital Dubai,34,2,923,8de8ad96218d3ba83a748360820e3e18
Azithromycin,Global Med UAE,8362.0,Mediclinic City Hospital Dubai,42,3,292,b50128afd5c11f6680ddbba1a213eeb9
Thermometer,Global Med UAE,8447.0,Mediclinic City Hospital Dubai,17,4,388,f4a7886590138e79d14edbf2e5c0e4d0
Metronidazole,MPC Healthcare,4245.0,Mediclinic City Hospital Dubai,41,5,251,713677122c83757b353f75419850cdc9
Metformin,Babirus LLC,11100.0,Thumbay Hospital Dubai,47,4,132,311dbb5615bc2e95e862817ac2b79684
Bandage Roll,Paramount Medical Equipment Trading LLC,2102.0,Emirates Hospital Dubai,30,4,140,d507e4bccb9dbbb4a22e038ed142a7d1
Disposable Gloves,Planet Distribution,5314.0,NMC Royal Hospital Dubai,26,2,444,0ce24b5dbce5d9eefee7c529f0427cc0
Bandage Roll,City Pharmacy Co.,1114.0,NMC Royal Hospital Dubai,45,4,596,99002b04cc56e40d88f0bff3dd2262a5
Scalpel,Paramount Medical Equipment Trading LLC,2428.0,Emirates Hospital Dubai,21,3,288,4455de0c5036a162b9b690c9621c48f1
Ciprofloxacin,Gulf Drug,8284.0,Mediclinic City Hospital Dubai,36,5,300,e0c0bbc3f4ad4f8a7118a0e55d73e050
Hydrochlorothiazide,Kiwi Medical Supplies,9744.0,Saudi German Hospital Dubai,25,4,955,983dc5ee4f85f25cc87e2b1dc58e4e20
Pantoprazole,AKI Pharma,2262.0,American Hospital Dubai,41,4,366,1dd7f5bf3aa35e00ab106291cb304fda
Amoxicillin,Paramount Medical Equipment Trading LLC,14492.0,Thumbay Hospital Dubai,35,3,728,8e6e34696e7c6ad6e6b6b19121980287
Salbutamol,Al Naghi Medical,9218.0,American Hospital Dubai,23,3,146,55e02c296af968d9dcb143a524ab8007
Thermometer,Gulf Drug,5341.0,Dubai Hospital,26,3,656,21a8a215737d4f50159dd14fea34c9d2
Defibrillator,Metromed,3396.0,Emirates Hospital Dubai,48,3,156,01e39628b59bf224c433bd4acf2f2a9d
Ciprofloxacin,Al Maqam Medical Supplies LLC,5134.0,Saudi German Hospital Dubai,29,4,568,abf0b85069c6a309ae5c82a97644a5c2
Prednisolone,Gulf Drug,7958.0,Thumbay Hospital Dubai,20,2,921,9078c377e75fe7b6dc3d106c66eb959d
ECG Machine,Babirus LLC,2860.0,Emirates Hospital Dubai,45,4,542,bdce2dfa393cb66f3d210db122ce73b9
Hydrochlorothiazide,AKI Pharma,10552.0,Mediclinic City Hospital Dubai,26,3,720,4e7713a6479238b247fdc5ca9034b573
Paracetamol,Kiwi Medical Supplies,18235.0,NMC Royal Hospital Dubai,24,4,303,d6efe479d2093db25b91cf6af2569fa0
Defibrillator,Kiwi Medical Supplies,141.0,American Hospital Dubai,27,3,227,8aefa75559ccf3fb4613db816ffe84f3
Pantoprazole,AKI Pharma,1311.0,Al Zahra Hospital Dubai,35,3,239,1e09cb2e13ade6d28b65f6134edabb06
Simvastatin,Al Zahrawi Medical,7471.0,Al Zahra Hospital Dubai,17,3,961,f79869025a89b8f7776912445ff1f854
Metronidazole,Paramount Medical Equipment Trading LLC,2291.0,Saudi German Hospital Dubai,39,3,493,63b30a310ffb5a493dc394f264d0bd11
Salbutamol,Pharma Solutions,6231.0,Mediclinic City Hospital Dubai,42,2,383,e8554061d386f5899a1fa720fd32dd9a
Amoxicillin,Planet Distribution,16583.0,Dubai Hospital,12,2,902,4a7c2d288641f5657e0f19d2abbda1bc
Omeprazole,Babirus LLC,13589.0,American Hospital Dubai,39,3,641,ca1da621332ce61775bf67276c7c4596
Fluconazole,Gulf Drug,6136.0,Mediclinic City Hospital Dubai,19,1,834,6ef0f45fa1d6722be632de97736ae557
Insulin Pen,City Pharmacy Co.,7440.0,American Hospital Dubai,19,5,326,e9035f0427c136613635ef215f089e99
Amoxicillin,MPC Healthcare,16198.0,Saudi German Hospital Dubai,48,2,532,1513950938ad99962bc85490bc60ce0b
Salbutamol,Metromed,10294.0,Saudi German Hospital Dubai,22,3,103,421666368e257bf6e55cee2b1b6dd6dd
Prednisolone,City Pharmacy Co.,7761.0,Dubai Hospital,40,4,565,a88ba590df5abac40a0c1870b6c399e9
Surgical Scissors,HealthPro Distributors UAE,2115.0,Al Zahra Hospital Dubai,44,4,860,e14fa4cad0e0bc2df6c58ba0fdbc866c
IV Bag,Al Zahrawi Medical,13660.0,Mediclinic City Hospital Dubai,23,3,739,0f3da654312bca51a609d7b6dacc9ce2
Bandage Roll,HealthPro Distributors UAE,4796.0,Thumbay Hospital Dubai,29,2,982,d782981e9f242cc43b4fc81876ac2d1b
Wheelchair,MPC Healthcare,4511.0,Al Zahra Hospital Dubai,46,1,409,ec1ef98c59602ba5ec4f10a984d5eb88
Defibrillator,Metromed,4033.0,Mediclinic City Hospital Dubai,44,4,194,69aeda8aef2b11d4a870f90f4d551a26
Losartan,City Pharmacy Co.,1380.0,Al Zahra Hospital Dubai,47,3,929,ec90b1ef75c81deff7f32ea6abd902f5
Syringe Set,City Pharmacy Co.,20189.0,Thumbay Hospital Dubai,35,4,306,9dc3028b0ef285cd8710686af24fe2da
Thermometer,AKI Pharma,9910.0,NMC Royal Hospital Dubai,15,5,317,726f44abc4cc1c671681b8e20bf2dcd7
Syringe Set,Global Med UAE,22622.0,NMC Royal Hospital Dubai,33,1,956,1af6327356cab5f82ee80a065f4c979d
Lisinopril,Paramount Medical Equipment Trading LLC,7091.0,Dubai Hospital,26,4,899,ecdc5010e012919c961e232411c89526
Defibrillator,Kiwi Medical Supplies,1725.0,NMC Royal Hospital Dubai,21,3,309,6d1a6f91acbbb5d98af0c287d979f06b
Insulin Pen,Al Naghi Medical,2712.0,NMC Royal Hospital Dubai,31,1,393,46a76945f497b0ae18f8312bf91ef64a
Thermometer,Kiwi Medical Supplies,9321.0,Emirates Hospital Dubai,31,3,507,ddc30028256a6d4b52fcbd4c8584e980
Ventilator,Al Zahrawi Medical,3641.0,American Hospital Dubai,44,1,578,7b27aaf7ce7a5d547f970f6532fa5274
Azithromycin,Kiwi Medical Supplies,11063.0,Emirates Hospital Dubai,43,4,700,9a378adc1bd6bda80009bc29032d22a6
Defibrillator,Kiwi Medical Supplies,2077.0,Emirates Hospital Dubai,24,4,331,6fd19f9423e8c899fc02b014ea8b6628
Sterile Gauze,Kiwi Medical Supplies,1305.0,Dubai Hospital,35,2,616,b5f789891c6bc00b3d55beec8eb43a0f
Ibuprofen,Babirus LLC,2828.0,Emirates Hospital Dubai,29,3,626,d6b25e5821458574fb772ebccd4757d5
Lisinopril,Gulf Drug,9979.0,NMC Royal Hospital Dubai,41,4,183,0486211640cc25ba1c54813c43a5a608
Azithromycin,MPC Healthcare,10678.0,Thumbay Hospital Dubai,24,5,928,e7260ec860f782ea982a006492fa321e
Insulin Pen,City Pharmacy Co.,3966.0,Dubai Hospital,37,2,240,2ca0141cf84a4884a8f4d8b22aec3c58
Fluconazole,Pharma Solutions,6962.0,Dubai Hospital,30,4,778,2c455eb041335fb7f7aca81c5758c2d4
Atorvastatin,Al Naghi Medical,5184.0,Saudi German Hospital Dubai,40,2,972,2e11afa7229026c02c5dd5700545267e
Atorvastatin,City Pharmacy Co.,3633.0,Dubai Hospital,32,3,794,89c65d27f196e06a7115c564183f0d65
Aspirin,Babirus LLC,10796.0,Saudi German Hospital Dubai,44,3,737,bddbef510e275862e63cac80c723deee
Losartan,Gulf Drug,3523.0,Dubai Hospital,46,5,347,44f3c7d61297b4e852acf18793220e14
Thermometer,City Pharmacy Co.,6421.0,American Hospital Dubai,26,3,834,ecbfcccf7639d8d49756b709031d24cf
Levothyroxine,Al Maqam Medical Supplies LLC,5733.0,NMC Royal Hospital Dubai,20,5,938,aaf8b21bc4be32d5cc127650d89301fb
Atorvastatin,Gulf Drug,7273.0,Dubai Hospital,28,2,886,cc9e32dfde16002fc5fe485ce73a6399
Levothyroxine,Kiwi Medical Supplies,9157.0,NMC Royal Hospital Dubai,21,5,320,6ae05077e4700907e101dd02c086b007
Insulin Pen,AKI Pharma,2638.0,NMC Royal Hospital Dubai,41,3,510,ed5dd609396aa8d2d9d797eb18f622b0
Ibuprofen,Pharma Solutions,752.0,Al Zahra Hospital Dubai,10,3,291,81983d071103f1331e524d61f805b5bd
Losartan,Metromed,2153.0,Dubai Hospital,22,3,342,740240c015999e0c56d1adad236fa952
Ventilator,Gulf Drug,3770.0,Mediclinic City Hospital Dubai,31,2,371,af7358c42e0de4ff00e0d4721d3c2df7
Aspirin,Metromed,9330.0,Al Zahra Hospital Dubai,29,3,131,49819b9ba4e404ef3445bfbbce0e147e
Salbutamol,MPC Healthcare,7660.0,Mediclinic City Hospital Dubai,42,3,282,985ae9ef7ef6af855e2b8e2171481048
Bandage Roll,Kiwi Medical Supplies,1105.0,NMC Royal Hospital Dubai,30,2,867,91765e8b678ee3534e19f2c03db09cde
Simvastatin,Al Naghi Medical,9501.0,NMC Royal Hospital Dubai,30,3,646,95817e9a8c662c1921a576cdd0c06ac4
Scalpel,AKI Pharma,4885.0,Al Zahra Hospital Dubai,22,4,788,e7c685cad63a3036dcc5c5db7a5e7b29
Bandage Roll,Metromed,3160.0,Al Zahra Hospital Dubai,23,2,586,3f29fa868a16dbaef54f6a375dd42992
Ciprofloxacin,City Pharmacy Co.,5563.0,Mediclinic City Hospital Dubai,45,1,504,dd5f8aa33b8d85042c5819de38c1b210
Paracetamol,City Pharmacy Co.,18913.0,Saudi German Hospital Dubai,32,4,560,2547aae9ddbca5157bd89163c8f317c8
Ventilator,MPC Healthcare,4223.0,Mediclinic City Hospital Dubai,28,3,664,d2808b5a70993d712e0ffe929bae30b5
Lisinopril,Al Zahrawi Medical,10127.0,Al Zahra Hospital Dubai,20,3,140,3370a49f452ffcc25a5f2fe4a89c2716
Prednisolone,City Pharmacy Co.,5516.0,Thumbay Hospital Dubai,46,2,564,363a8ee960d569e2710766d989cf05f2
Pulse Oximeter,Al Naghi Medical,2103.0,Al Zahra Hospital Dubai,18,2,810,8e4a2f5caa8e7fcb247f34f99e07cee1
Simvastatin,Al Naghi Medical,8504.0,Thumbay Hospital Dubai,29,3,903,c0f2fe530350f6fcb7f32f55b769f98f
Lisinopril,Gulf Drug,7701.0,American Hospital Dubai,20,3,951,229dc49e026f0653c61fd77587ec21c5
Insulin Pen,City Pharmacy Co.,2655.0,Al Zahra Hospital Dubai,15,2,682,bdc0ff871df7abfe215ad28bb2ff7155
Pantoprazole,HealthPro Distributors UAE,1773.0,American Hospital Dubai,22,3,149,9aa4c96b530f5c41a21064ada6b927af
Oxygen Cylinder,Al Naghi Medical,1062.0,Saudi German Hospital Dubai,25,1,166,da3b569bdbffb106406e60f7cac22cde
Lisinopril,Metromed,8807.0,Mediclinic City Hospital Dubai,24,4,220,a84593b93334e02ae5bd2f56ae1a0afe
Ventilator,Babirus LLC,1925.0,Thumbay Hospital Dubai,34,2,950,338a17c8810b827b86ec983b876a237a
Hydrochlorothiazide,City Pharmacy Co.,9133.0,Mediclinic City Hospital Dubai,38,3,854,c960afed220d4cd3163a04480a57020c
Salbutamol,City Pharmacy Co.,10309.0,American Hospital Dubai,37,4,721,bc3a0b05d23296d7905633b2e3934364
Sterile Gauze,Planet Distribution,2352.0,Thumbay Hospital Dubai,27,2,570,fe81f7d779051dff0b7f007b413d2ec5
Defibrillator,Pharma Solutions,3018.0,Mediclinic City Hospital Dubai,38,4,141,88ef50778dd004b87d7d048537e60048
Disposable Gloves,Al Naghi Medical,8595.0,Al Zahra Hospital Dubai,31,4,954,42a8471fa0e38c92da8622da73e25a8b
Ciprofloxacin,Global Med UAE,8684.0,NMC Royal Hospital Dubai,27,5,697,0ef8150274b1d26a51d359fe6ee5e5ad
Sterile Gauze,Gulf Drug,185.0,American Hospital Dubai,30,2,291,9283f37c50525860a7c398cadc4c4734
Sterile Gauze,AKI Pharma,617.0,Mediclinic City Hospital Dubai,18,5,386,e63d06dbe6b1e8914e85aac08c70260c
ECG Machine,Metromed,2640.0,American Hospital Dubai,12,2,551,9a3c40c55f5a4bd5c81132d3606d2842
Lisinopril,Al Zahrawi Medical,8838.0,Emirates Hospital Dubai,23,3,680,8fbd661c5806bef496ff0f1e527325df
ECG Machine,Planet Distribution,1227.0,American Hospital Dubai,32,3,313,6c10af1285dff07aa0eefd8564e8f385
