supply_name,supplier_name,date_supplied,quantity_supplied,hospital_name
Losartan,"Thomas, Tyler and Smith",2023-04-27,4722,Brownberg General Hospital
Paracetamol,Rodriguez-Santana,2024-08-18,4382,New Loganmouth General Hospital
Metronidazole,Rodriguez-Santana,2025-03-22,2794,South Dominiqueburgh General Hospital
Aspirin,Rogers LLC,2023-07-14,338,Meyerchester General Hospital
IV Bag,Adams Group,2025-03-15,2236,Matthewfurt General Hospital
Hand Sanitizer,Adams Group,2024-12-27,3040,Raymondhaven General Hospital
Surgical Masks,Smith Ltd,2024-06-30,3040,Barnettstad General Hospital
IV Bag,"Thomas, Tyler and Smith",2024-11-23,1267,Pittsmouth General Hospital
Ciprofloxacin,Johns Group,2023-12-01,1713,Port Courtneytown General Hospital
Syringe Set,"Sanchez, Smith and Graham",2025-01-25,1365,Lake Stephenshire General Hospital
Oxygen Cylinder,Mack LLC,2023-07-04,3726,New Timothy General Hospital
IV Bag,Garcia-Williams,2024-12-15,4801,New Loganmouth General Hospital
Scalpel,Mack LLC,2023-06-04,2197,Lake Stephenshire General Hospital
Hand Sanitizer,"Solis, Clark and Lynch",2024-07-22,2478,Meyerchester General Hospital
Metformin,"Solis, Clark and Lynch",2024-02-08,3722,Barnettstad General Hospital
ECG Machine,Adams Group,2025-03-30,3545,Matthewfurt General Hospital
Defibrillator,Berry-Baker,2023-12-23,883,Petersonbury General Hospital
Losartan,"Sanchez, Smith and Graham",2023-11-03,4952,New Timothy General Hospital
Ciprofloxacin,Rogers LLC,2024-02-04,4722,New Timothy General Hospital
Levothyroxine,Mack LLC,2024-05-08,3013,Williamburgh General Hospital
Surgical Masks,Johns Group,2024-08-31,1413,Matthewfurt General Hospital
Fluconazole,Berry-Baker,2025-02-16,1578,Jennifershire General Hospital
Syringe Set,"Solis, Clark and Lynch",2025-01-21,4375,Andrewburgh General Hospital
Sterile Gauze,"Hunt, Cohen and Little",2024-09-04,4271,Matthewfurt General Hospital
Levothyroxine,"Thomas, Tyler and Smith",2023-05-01,3350,Whitneyfurt General Hospital
Syringe Set,Berry-Baker,2023-12-07,926,East Victoria General Hospital
Doxycycline,Berry-Baker,2023-06-18,4261,Coopershire General Hospital
Atorvastatin,"Hunt, Cohen and Little",2023-09-18,65,Meyerchester General Hospital
Scalpel,Peterson-Williams,2023-07-13,1429,Port Aprilside General Hospital
Disposable Gloves,Rodriguez-Santana,2025-04-11,4511,East Olivia General Hospital
Scalpel,Smith Ltd,2023-05-28,2591,Raymondhaven General Hospital
Sterile Gauze,"Cunningham, Yu and Smith",2024-06-03,1345,Whitneyfurt General Hospital
Wheelchair,Garcia-Williams,2023-09-24,1474,New Loganmouth General Hospital
Aspirin,"Thomas, Tyler and Smith",2023-11-04,3535,New Bryanstad General Hospital
Oxygen Cylinder,"Hunt, Cohen and Little",2024-06-17,2502,Matthewfurt General Hospital
Doxycycline,"Sanchez, Smith and Graham",2024-05-28,855,Williamburgh General Hospital
Doxycycline,"Thomas, Tyler and Smith",2025-01-19,3207,Richardsonside General Hospital
Omeprazole,Rogers LLC,2025-01-22,2848,East Williamtown General Hospital
Fluconazole,"Solis, Clark and Lynch",2024-07-08,1853,North Ryantown General Hospital
Prednisolone,Berry-Baker,2023-07-24,183,Richardsonside General Hospital
Sterile Gauze,"Solis, Clark and Lynch",2024-07-25,1672,Lake Stephenshire General Hospital
Metformin,"Thomas, Tyler and Smith",2023-08-29,4948,South Dominiqueburgh General Hospital
Hand Sanitizer,"Thomas, Tyler and Smith",2023-08-23,805,Lake Stephenshire General Hospital
Levothyroxine,Johns Group,2024-01-01,1812,Pittsmouth General Hospital
Wheelchair,Johns Group,2024-12-04,3834,Allenshire General Hospital
Salbutamol,"Hunt, Cohen and Little",2023-08-13,2638,Port Courtneytown General Hospital
Lisinopril,Berry-Baker,2024-10-06,1760,West Anne General Hospital
Sterile Gauze,Rogers LLC,2023-10-27,177,Port Aprilside General Hospital
Simvastatin,Rodriguez-Santana,2024-07-04,1275,Raymondhaven General Hospital
Hydrochlorothiazide,Berry-Baker,2023-11-04,2605,New Timothy General Hospital
Oxygen Cylinder,Adams Group,2024-04-28,1797,Lake Stephenshire General Hospital
Amoxicillin,Berry-Baker,2024-11-13,1171,Lake Brianmouth General Hospital
Insulin Pen,Berry-Baker,2024-10-14,1775,Williamburgh General Hospital
Doxycycline,"Thomas, Tyler and Smith",2025-03-15,1612,Susanchester General Hospital
Pantoprazole,"Cunningham, Yu and Smith",2025-02-13,859,Whitneyfurt General Hospital
Aspirin,Rodriguez-Santana,2023-06-09,3150,Meyerchester General Hospital
Stethoscope,Berry-Baker,2024-11-04,3902,Lake Keithfort General Hospital
Omeprazole,Gray PLC,2023-10-13,2463,New Cynthia General Hospital
Metronidazole,"Hunt, Cohen and Little",2023-07-05,1241,Whitneyfurt General Hospital
Sterile Gauze,"Cunningham, Yu and Smith",2024-05-29,1004,Lake Stephenshire General Hospital
Prednisolone,Rodriguez-Santana,2023-11-18,2841,Port Courtneytown General Hospital
Atorvastatin,"Sanchez, Smith and Graham",2025-03-20,2418,New Timothy General Hospital
Stethoscope,Gray PLC,2023-12-22,204,New Loganmouth General Hospital
Azithromycin,Johns Group,2024-02-03,4333,Port Annachester General Hospital
Losartan,Peterson-Williams,2025-02-08,2144,Reynoldsberg General Hospital
Salbutamol,"Cunningham, Yu and Smith",2024-11-27,1822,Zacharyburgh General Hospital
Atorvastatin,Gray PLC,2024-05-17,4166,Lake Stephenshire General Hospital
Insulin Pen,"Hunt, Cohen and Little",2025-03-08,4873,Petersonbury General Hospital
Omeprazole,Garcia-Williams,2024-06-21,4731,Coopershire General Hospital
Metronidazole,"Thomas, Tyler and Smith",2024-06-26,1432,New Mark General Hospital
Doxycycline,Rodriguez-Santana,2024-11-04,2857,Port Annachester General Hospital
Omeprazole,"Hunt, Cohen and Little",2024-01-18,3251,Port Aprilside General Hospital
Oxygen Cylinder,"Sanchez, Smith and Graham",2025-01-08,1212,Raymondhaven General Hospital
Lisinopril,Rodriguez-Santana,2023-09-04,3464,Dustinport General Hospital
Hand Sanitizer,"Sanchez, Smith and Graham",2024-11-11,4598,Roytown General Hospital
Azithromycin,Rogers LLC,2023-12-19,2770,New Cynthia General Hospital
Hydrochlorothiazide,Adams Group,2024-11-29,4282,Whitneyfurt General Hospital
Ventilator,Rogers LLC,2024-11-24,2129,Christopherhaven General Hospital
Prednisolone,"Cunningham, Yu and Smith",2024-02-27,1183,Port Courtneytown General Hospital
Atorvastatin,"Solis, Clark and Lynch",2024-09-20,4897,Port Aprilside General Hospital
Stethoscope,Adams Group,2023-08-26,3632,Matthewfurt General Hospital
Lisinopril,Rodriguez-Santana,2024-01-19,2836,West Vincent General Hospital
Ibuprofen,"Cunningham, Yu and Smith",2023-12-29,2592,South Dominiqueburgh General Hospital
Aspirin,Mack LLC,2024-01-08,215,Whitneyfurt General Hospital
Aspirin,Garcia-Williams,2023-08-25,1792,Williamburgh General Hospital
Aspirin,Garcia-Williams,2025-03-26,3825,Lake Stephenshire General Hospital
Fluconazole,Rodriguez-Santana,2023-08-31,4803,North Ryantown General Hospital
Sterile Gauze,"Hunt, Cohen and Little",2024-06-09,1466,Meyerchester General Hospital
Wheelchair,"Sanchez, Smith and Graham",2023-10-18,224,Susanchester General Hospital
Ventilator,Rodriguez-Santana,2023-09-12,3581,South Dominiqueburgh General Hospital
Wheelchair,"Sanchez, Smith and Graham",2025-02-09,2433,Allenshire General Hospital
Stethoscope,Rogers LLC,2024-08-12,3235,East Olivia General Hospital
Fluconazole,"Solis, Clark and Lynch",2024-06-27,1556,Elizabethland General Hospital
Metformin,Gray PLC,2024-05-08,3722,Barnettstad General Hospital
Levothyroxine,Garcia-Williams,2023-08-31,3331,Lake Keithfort General Hospital
Ventilator,"Sanchez, Smith and Graham",2024-01-31,1263,South Dominiqueburgh General Hospital
Simvastatin,Smith Ltd,2025-03-06,1938,Lake Brianmouth General Hospital
Lisinopril,Gray PLC,2024-05-31,1683,Lake Keithfort General Hospital
Insulin Pen,Adams Group,2023-08-02,651,Andrewburgh General Hospital
Oxygen Cylinder,Johns Group,2023-05-16,3039,New Timothy General Hospital
Losartan,Rodriguez-Santana,2024-08-26,1896,Allenshire General Hospital
Blood Pressure Monitor,Adams Group,2023-07-11,3595,Reynoldsberg General Hospital
Drip Stand,Smith Ltd,2024-02-05,4802,Richardsonside General Hospital
Fluconazole,Mack LLC,2023-07-04,2766,North Ryantown General Hospital
Azithromycin,Berry-Baker,2024-03-21,3085,Lake Keithfort General Hospital
Ibuprofen,Peterson-Williams,2023-12-08,4641,Lake Keithfort General Hospital
Surgical Masks,"Solis, Clark and Lynch",2023-05-26,443,South Dominiqueburgh General Hospital
Simvastatin,Garcia-Williams,2025-03-12,4821,West Vincent General Hospital
Fluconazole,Rogers LLC,2024-12-17,886,Allenshire General Hospital
Aspirin,Rodriguez-Santana,2024-04-07,1159,South Dominiqueburgh General Hospital
Defibrillator,Smith Ltd,2023-09-15,2015,West Anne General Hospital
Oxygen Cylinder,Mack LLC,2023-06-27,4732,Williamburgh General Hospital
Doxycycline,Gray PLC,2023-12-23,2970,Matthewfurt General Hospital
Azithromycin,"Sanchez, Smith and Graham",2023-09-16,3257,Brownberg General Hospital
Insulin Pen,Rogers LLC,2023-12-13,4096,Lake Stephenshire General Hospital
Stethoscope,Garcia-Williams,2023-05-15,246,Williamburgh General Hospital
Paracetamol,Garcia-Williams,2023-12-12,4355,Lake Stephenshire General Hospital
Oxygen Cylinder,Rodriguez-Santana,2024-07-20,4375,New Cynthia General Hospital
Insulin Pen,"Sanchez, Smith and Graham",2024-09-07,3169,Andrewburgh General Hospital
Paracetamol,"Cunningham, Yu and Smith",2025-04-08,4700,East Williamtown General Hospital
Disposable Gloves,"Hunt, Cohen and Little",2024-10-10,4788,Whitneyfurt General Hospital
Hand Sanitizer,Garcia-Williams,2024-02-16,1811,Raymondhaven General Hospital
Doxycycline,Mack LLC,2024-08-16,1748,North Ryantown General Hospital
Ibuprofen,"Cunningham, Yu and Smith",2023-05-12,68,Allenshire General Hospital
Lisinopril,Smith Ltd,2024-09-20,4452,Susanchester General Hospital
Simvastatin,"Cunningham, Yu and Smith",2024-05-03,3516,Raymondhaven General Hospital
Azithromycin,"Cunningham, Yu and Smith",2023-07-14,2818,Michaelmouth General Hospital
Surgical Masks,"Cunningham, Yu and Smith",2025-01-25,429,Zacharyburgh General Hospital
Sterile Gauze,Smith Ltd,2024-06-28,461,Port Selena General Hospital
Disposable Gloves,Gray PLC,2024-04-13,345,Port Courtneytown General Hospital
Thermometer,Smith Ltd,2025-04-16,4740,Port Selena General Hospital
Blood Pressure Monitor,Smith Ltd,2024-12-23,2041,West Vincent General Hospital
Lisinopril,Mack LLC,2023-07-09,3804,Allenshire General Hospital
Pantoprazole,Rogers LLC,2023-07-10,84,Matthewfurt General Hospital
Surgical Scissors,"Sanchez, Smith and Graham",2024-10-09,3094,Whitneyfurt General Hospital
Ventilator,Rogers LLC,2025-01-03,4628,New Loganmouth General Hospital
Lisinopril,Johns Group,2024-04-29,1302,Allenshire General Hospital
Stethoscope,"Cunningham, Yu and Smith",2023-09-23,4994,East Williamtown General Hospital
Fluconazole,Adams Group,2023-10-05,4520,Meyerchester General Hospital
ECG Machine,"Sanchez, Smith and Graham",2023-09-17,3536,Lake Stephenshire General Hospital
Syringe Set,Adams Group,2024-10-30,755,Allenshire General Hospital
Lisinopril,"Cunningham, Yu and Smith",2023-09-26,1556,Williamburgh General Hospital
Metronidazole,Garcia-Williams,2023-07-22,1751,Lake Stephenshire General Hospital
Bandage Roll,"Cunningham, Yu and Smith",2024-04-02,3016,Lake Keithfort General Hospital
Atorvastatin,Johns Group,2024-07-16,1568,Lake Stephenshire General Hospital
Omeprazole,Berry-Baker,2024-06-16,3275,Roytown General Hospital
Losartan,"Hunt, Cohen and Little",2023-09-18,404,Port Courtneytown General Hospital
Metformin,"Thomas, Tyler and Smith",2024-01-14,3257,Port Courtneytown General Hospital
Simvastatin,Mack LLC,2023-07-30,3676,New Timothy General Hospital
Hydrochlorothiazide,"Hunt, Cohen and Little",2024-02-24,2421,Richardsonside General Hospital
IV Bag,Rodriguez-Santana,2023-08-14,3216,Williamburgh General Hospital
Prednisolone,Berry-Baker,2023-05-29,1061,Dustinport General Hospital
Bandage Roll,"Thomas, Tyler and Smith",2023-11-24,4542,Meyerchester General Hospital
Atorvastatin,Rogers LLC,2023-06-23,3663,Meyerchester General Hospital
Stethoscope,"Solis, Clark and Lynch",2023-09-10,3779,Lake Stephenshire General Hospital
Doxycycline,"Hunt, Cohen and Little",2024-08-20,4982,Port Courtneytown General Hospital
Paracetamol,Rogers LLC,2023-12-20,1193,New Timothy General Hospital
Salbutamol,"Hunt, Cohen and Little",2024-11-22,1470,Williamburgh General Hospital
Scalpel,Peterson-Williams,2024-06-04,3639,Port Aprilside General Hospital
Wheelchair,Rodriguez-Santana,2024-08-07,848,New Timothy General Hospital
Azithromycin,"Thomas, Tyler and Smith",2024-10-02,1072,Port Courtneytown General Hospital
Scalpel,Adams Group,2023-10-25,1231,Port Annachester General Hospital
Thermometer,"Thomas, Tyler and Smith",2023-12-25,4501,Williamburgh General Hospital
Stethoscope,Gray PLC,2024-04-08,2797,Lake Keithfort General Hospital
Losartan,Peterson-Williams,2023-12-28,3449,Port Aprilside General Hospital
Doxycycline,"Thomas, Tyler and Smith",2024-03-01,3865,Meyerchester General Hospital
Ventilator,Garcia-Williams,2024-06-22,3129,Meyerchester General Hospital
Drip Stand,Rodriguez-Santana,2023-11-24,4847,Matthewfurt General Hospital
Simvastatin,Johns Group,2024-11-04,3119,New Timothy General Hospital
Stethoscope,Mack LLC,2024-11-20,4394,Whitneyfurt General Hospital
Surgical Scissors,Garcia-Williams,2024-12-09,845,Lake Keithfort General Hospital
Hydrochlorothiazide,"Sanchez, Smith and Graham",2023-09-12,1166,South Dominiqueburgh General Hospital
IV Bag,Berry-Baker,2024-04-03,2641,South Dominiqueburgh General Hospital
Scalpel,"Sanchez, Smith and Graham",2023-05-10,2194,Port Courtneytown General Hospital
Paracetamol,Gray PLC,2024-05-24,3205,South Dominiqueburgh General Hospital
Drip Stand,"Hunt, Cohen and Little",2023-12-19,413,Port Selena General Hospital
Omeprazole,Rodriguez-Santana,2023-10-25,3704,Port Courtneytown General Hospital
Pulse Oximeter,"Sanchez, Smith and Graham",2024-11-07,756,North Dennisborough General Hospital
Thermometer,Garcia-Williams,2024-09-13,2522,Whitneyfurt General Hospital
Metformin,"Thomas, Tyler and Smith",2025-01-10,2636,Meyerchester General Hospital
Syringe Set,Adams Group,2023-09-01,348,Jeffreyshire General Hospital
Pantoprazole,Rodriguez-Santana,2024-03-05,409,Whitneyfurt General Hospital
Surgical Scissors,Rodriguez-Santana,2023-09-09,2445,Lake Keithfort General Hospital
Doxycycline,Peterson-Williams,2024-01-01,4200,Meyerchester General Hospital
Stethoscope,Johns Group,2025-03-05,2628,Williamburgh General Hospital
Levothyroxine,Adams Group,2023-10-28,74,Meyerchester General Hospital
Surgical Masks,Rogers LLC,2023-08-04,4335,Williamburgh General Hospital
Wheelchair,Mack LLC,2024-11-08,1655,New Mark General Hospital
Omeprazole,Adams Group,2023-05-27,4630,Roytown General Hospital
Ventilator,"Cunningham, Yu and Smith",2024-05-22,639,New Timothy General Hospital
Simvastatin,Gray PLC,2023-10-19,2041,Port Courtneytown General Hospital
Insulin Pen,Gray PLC,2023-12-20,2875,Coopershire General Hospital
Bandage Roll,Garcia-Williams,2024-02-15,3683,Andrewburgh General Hospital
Surgical Scissors,Johns Group,2024-09-11,709,Williamburgh General Hospital
Sterile Gauze,Adams Group,2024-03-18,2400,South Dominiqueburgh General Hospital
Omeprazole,"Sanchez, Smith and Graham",2025-02-27,1180,Reynoldsberg General Hospital
Omeprazole,"Hunt, Cohen and Little",2024-04-21,2865,South Dominiqueburgh General Hospital
Simvastatin,"Cunningham, Yu and Smith",2023-06-29,2894,Petersonbury General Hospital
Oxygen Cylinder,Rodriguez-Santana,2024-10-05,940,Zacharyburgh General Hospital
Drip Stand,Smith Ltd,2024-05-20,1337,Whitneyfurt General Hospital
Defibrillator,Berry-Baker,2024-03-08,914,Meyerchester General Hospital
Thermometer,"Thomas, Tyler and Smith",2025-03-21,1073,Dustinport General Hospital
Metronidazole,Rodriguez-Santana,2024-04-09,787,Jennifershire General Hospital
Amoxicillin,Berry-Baker,2024-06-24,1671,South Dominiqueburgh General Hospital
Disposable Gloves,Rodriguez-Santana,2024-10-12,1149,Lake Keithfort General Hospital
Pulse Oximeter,"Thomas, Tyler and Smith",2023-05-11,1241,Allenshire General Hospital
Salbutamol,Mack LLC,2025-04-16,2322,Williamburgh General Hospital
Hydrochlorothiazide,Johns Group,2024-09-01,2102,Matthewfurt General Hospital
Disposable Gloves,"Sanchez, Smith and Graham",2023-07-25,613,Whitneyfurt General Hospital
Stethoscope,Rogers LLC,2025-04-16,4272,Port Courtneytown General Hospital
Levothyroxine,"Sanchez, Smith and Graham",2025-01-18,1114,Elizabethland General Hospital
IV Bag,Rogers LLC,2024-03-08,4630,Williamburgh General Hospital
Metronidazole,Adams Group,2024-09-21,1215,Dustinport General Hospital
Stethoscope,"Thomas, Tyler and Smith",2024-11-10,4586,Allenshire General Hospital
Ciprofloxacin,Berry-Baker,2024-11-06,1290,Williamburgh General Hospital
Surgical Masks,Gray PLC,2025-02-24,3386,Williamburgh General Hospital
Amoxicillin,Johns Group,2024-08-27,3865,West Vincent General Hospital
Metformin,Rogers LLC,2025-02-11,2965,Matthewfurt General Hospital
Disposable Gloves,Johns Group,2023-09-26,61,East Victoria General Hospital
Surgical Scissors,Peterson-Williams,2025-04-01,2483,Brownberg General Hospital
Syringe Set,"Solis, Clark and Lynch",2023-07-20,3452,Port Courtneytown General Hospital
Amoxicillin,Gray PLC,2024-01-05,2250,West Vincent General Hospital
Ibuprofen,"Solis, Clark and Lynch",2024-10-30,3192,Meyerchester General Hospital
Blood Pressure Monitor,Rogers LLC,2025-01-28,46,Port Courtneytown General Hospital
Hand Sanitizer,Gray PLC,2024-04-22,1841,Susanchester General Hospital
Drip Stand,Garcia-Williams,2023-05-21,1342,Lake Stephenshire General Hospital
Thermometer,Adams Group,2025-02-02,952,Williamburgh General Hospital
IV Bag,Mack LLC,2025-04-06,931,Allenshire General Hospital
Levothyroxine,Rogers LLC,2024-12-01,57,East Olivia General Hospital
Prednisolone,"Solis, Clark and Lynch",2025-04-11,4699,New Timothy General Hospital
Prednisolone,Garcia-Williams,2025-01-01,2401,Matthewfurt General Hospital
Azithromycin,Rodriguez-Santana,2025-03-04,4246,Pittsmouth General Hospital
Insulin Pen,Johns Group,2024-07-02,4025,New Timothy General Hospital
Paracetamol,"Cunningham, Yu and Smith",2023-10-15,3877,New Timothy General Hospital
Ventilator,Mack LLC,2023-09-28,1608,Richardsonside General Hospital
Fluconazole,Berry-Baker,2025-01-05,2801,Lake Keithfort General Hospital
Sterile Gauze,Garcia-Williams,2024-11-17,4058,Jeffreyshire General Hospital
Insulin Pen,Rodriguez-Santana,2024-09-16,3348,Port Courtneytown General Hospital
Prednisolone,Gray PLC,2025-03-01,1684,Williamburgh General Hospital
Oxygen Cylinder,"Cunningham, Yu and Smith",2023-08-17,581,Elizabethland General Hospital
Surgical Masks,"Sanchez, Smith and Graham",2023-10-23,3513,Port Aprilside General Hospital
