id,keyword,location,text,target
3509,cancer,South Africa,My cancer symptoms are just unbearable.,1
3510,flu,Canada,"I've just been diagnosed with flu, looking for support.",1
3511,cold,USA,"Just had an amazing run, feeling so fit.",0
3512,asthma,France,"I'm all about that gym life, workouts every day.",0
3513,cold,Germany,"I'm all about that gym life, workouts every day.",0
3514,cancer,Canada,I've been feeling really sick with cancer all week. Anyone have any tips?,1
3515,cold,Brazil,"Staying consistent with my workouts, it pays off.",0
3516,medication,USA,Loving this healthy lifestyle I've been following.,0
3517,diabetes,Germany,Finally got medication for my diabetes.,1
3518,fitness,South Africa,"I've just been diagnosed with fitness, looking for support.",1
3519,allergy,Germany,Fitness goals achieved for the day!,0
3520,cancer,South Africa,My grandma just passed away from cancer. RIP,1
3521,allergy,South Africa,"Loving the new place I moved into, feels great!",0
3522,allergy,Australia,"Loving the new place I moved into, feels great!",0
3523,fitness,Canada,Diagnosed with fitness and really don't know what to do.,1
3524,asthma,USA,Loving this healthy lifestyle I've been following.,0
3525,cold,South Africa,Loving this healthy lifestyle I've been following.,0
3526,cancer,Germany,Diagnosed with cancer and really don't know what to do.,1
3527,fitness,South Africa,"Ugh, I've had a fitness all day. Anyone know any good remedies?",1
3528,fitness,India,Does anyone know good treatments for fitness?,1
3529,flu,India,"Doctor prescribed me new flu medication, hoping it helps.",1
3530,cancer,Japan,Does anyone know good treatments for cancer?,1
3531,allergy,Canada,Feeling great after a relaxing yoga session.,0
3532,diabetes,Germany,Diagnosed with diabetes and really don't know what to do.,1
3533,workout,UK,"Loving the new place I moved into, feels great!",0
3534,headache,Japan,Finally got medication for my headache.,1
3535,allergy,Australia,"Fitness is a lifestyle, and I'm fully embracing it.",0
3536,headache,France,Having a rough time dealing with headache.,1
3537,cold,South Africa,"Loving the new place I moved into, feels great!",0
3538,workout,India,Fitness goals achieved for the day!,0
3539,fitness,India,"I've just been diagnosed with fitness, looking for support.",1
3540,medication,USA,"Had a nice cup of coffee, time to start the day!",0
3541,asthma,India,"Had a nice cup of coffee, time to start the day!",0
3542,asthma,Australia,Fitness goals achieved for the day!,0
3543,allergy,Canada,"Just had an amazing run, feeling so fit.",0
3544,headache,France,My headache symptoms are just unbearable.,1
3545,medication,Germany,"Just had an amazing run, feeling so fit.",0
3546,cold,India,"Fitness is a lifestyle, and I'm fully embracing it.",0
3547,cold,South Africa,"Fitness is a lifestyle, and I'm fully embracing it.",0
3548,headache,Canada,Diagnosed with headache and really don't know what to do.,1
3549,flu,South Africa,"I've just been diagnosed with flu, looking for support.",1
3550,cancer,France,My grandma just passed away from cancer. RIP,1
3551,diabetes,USA,Does anyone know good treatments for diabetes?,1
3552,cold,Australia,Just finished a great workout at the gym Feeling energized,0
3553,diabetes,UK,My grandma just passed away from diabetes. RIP,1
3554,headache,UK,I can't believe I have headache.,1
3555,headache,Germany,Anyone else suffering from headache lately?,1
3556,headache,Canada,"I've just been diagnosed with headache, looking for support.",1
3557,fitness,Canada,I can't believe I have fitness.,1
3558,headache,Australia,"This headache is getting worse each day, any suggestions?",1
3559,fitness,Australia,"I've just been diagnosed with fitness, looking for support.",1
3560,headache,India,I've been feeling really sick with headache all week. Anyone have any tips?,1
3561,flu,Australia,"This flu is getting worse each day, any suggestions?",1
3562,flu,USA,I can't believe I have flu.,1
3563,medication,Japan,"Loving the new place I moved into, feels great!",0
3564,headache,South Africa,"This headache is getting worse each day, any suggestions?",1
3565,cold,India,This weather is perfect for a long run.,0
3566,workout,France,Enjoying a relaxing day without any worries!,0
3567,flu,Canada,"Ugh, I've had a flu all day. Anyone know any good remedies?",1
3568,cold,Brazil,This weather is perfect for a long run.,0
3569,cancer,Australia,My grandma just passed away from cancer. RIP,1
3570,headache,Japan,I can't believe I have headache.,1
3571,flu,Japan,Finally got medication for my flu.,1
3572,cold,USA,"I'm all about that gym life, workouts every day.",0
3573,flu,France,Does anyone know good treatments for flu?,1
3574,cold,South Africa,"Fitness is a lifestyle, and I'm fully embracing it.",0
3575,headache,UK,Anyone else suffering from headache lately?,1
3576,headache,UK,"Ugh, I've had a headache all day. Anyone know any good remedies?",1
3577,fitness,UK,My grandma just passed away from fitness. RIP,1
3578,medication,USA,Loving this healthy lifestyle I've been following.,0
3579,medication,Brazil,Feeling great after a relaxing yoga session.,0
3580,headache,Japan,Having a rough time dealing with headache.,1
3581,allergy,UK,I absolutely love my fitness journey so far.,0
3582,headache,Australia,Anyone else suffering from headache lately?,1
3583,medication,USA,"Had a nice cup of coffee, time to start the day!",0
3584,cancer,UK,Does anyone know good treatments for cancer?,1
3585,medication,India,"Loving the new place I moved into, feels great!",0
3586,cancer,Japan,My cancer symptoms are just unbearable.,1
3587,cold,Germany,"Fitness is a lifestyle, and I'm fully embracing it.",0
3588,diabetes,Germany,I can't believe I have diabetes.,1
3589,cold,India,"Had a nice cup of coffee, time to start the day!",0
3590,flu,France,Just got diagnosed with flu. Anyone have any advice?,1
3591,flu,India,I've been feeling really sick with flu all week. Anyone have any tips?,1
3592,asthma,UK,"Just had an amazing run, feeling so fit.",0
3593,headache,South Africa,Having a rough time dealing with headache.,1
3594,flu,Japan,Finally got medication for my flu.,1
3595,medication,Germany,Getting into the best shape of my life.,0
3596,cancer,Germany,Having a rough time dealing with cancer.,1
3597,flu,Canada,Anyone else suffering from flu lately?,1
3598,asthma,India,Feeling great after a relaxing yoga session.,0
3599,medication,Brazil,I absolutely love my fitness journey so far.,0
3600,asthma,Germany,"Loving the new place I moved into, feels great!",0
3601,cold,Brazil,"Fitness is a lifestyle, and I'm fully embracing it.",0
3602,allergy,Brazil,Fitness goals achieved for the day!,0
3603,flu,South Africa,Having a rough time dealing with flu.,1
3604,workout,Brazil,This weather is perfect for a long run.,0
3605,asthma,Germany,Getting into the best shape of my life.,0
3606,headache,Canada,"Doctor prescribed me new headache medication, hoping it helps.",1
3607,cold,Canada,"Just had an amazing run, feeling so fit.",0
3608,fitness,USA,Anyone else suffering from fitness lately?,1
3609,allergy,Germany,Loving this healthy lifestyle I've been following.,0
3610,workout,Brazil,I absolutely love my fitness journey so far.,0
3611,fitness,Brazil,Does anyone know good treatments for fitness?,1
3612,workout,USA,This weather is perfect for a long run.,0
3613,fitness,Brazil,My grandma just passed away from fitness. RIP,1
3614,allergy,France,Feeling great after a relaxing yoga session.,0
3615,flu,South Africa,"This flu is getting worse each day, any suggestions?",1
3616,diabetes,Japan,"This diabetes is getting worse each day, any suggestions?",1
3617,cancer,Australia,I've been feeling really sick with cancer all week. Anyone have any tips?,1
3618,flu,UK,Just got diagnosed with flu. Anyone have any advice?,1
3619,flu,South Africa,Anyone else suffering from flu lately?,1
3620,asthma,Australia,This weather is perfect for a long run.,0
3621,fitness,Canada,"Ugh, I've had a fitness all day. Anyone know any good remedies?",1
3622,cold,South Africa,"Just had an amazing run, feeling so fit.",0
3623,headache,Germany,"Doctor prescribed me new headache medication, hoping it helps.",1
3624,diabetes,UK,Finally got medication for my diabetes.,1
3625,fitness,Canada,Diagnosed with fitness and really don't know what to do.,1
3626,allergy,India,This weather is perfect for a long run.,0
3627,medication,South Africa,Fitness goals achieved for the day!,0
3628,cold,Germany,"Just had an amazing run, feeling so fit.",0
3629,workout,Brazil,"Fitness is a lifestyle, and I'm fully embracing it.",0
3630,flu,USA,"Doctor prescribed me new flu medication, hoping it helps.",1
3631,fitness,Canada,I've been feeling really sick with fitness all week. Anyone have any tips?,1
3632,diabetes,Japan,Having a rough time dealing with diabetes.,1
3633,fitness,South Africa,I can't believe I have fitness.,1
3634,asthma,South Africa,Feeling great after a relaxing yoga session.,0
3635,allergy,Canada,Feeling great after a relaxing yoga session.,0
3636,cold,Australia,I absolutely love my fitness journey so far.,0
3637,headache,India,My grandma just passed away from headache. RIP,1
3638,headache,South Africa,Finally got medication for my headache.,1
3639,diabetes,UK,Does anyone know good treatments for diabetes?,1
3640,cancer,Australia,Having a rough time dealing with cancer.,1
3641,fitness,France,I can't believe I have fitness.,1
3642,cancer,Japan,Anyone else suffering from cancer lately?,1
3643,diabetes,Japan,Anyone else suffering from diabetes lately?,1
3644,allergy,UK,Enjoying a relaxing day without any worries!,0
3645,cold,USA,Just finished a great workout at the gym Feeling energized,0
3646,cancer,USA,Finally got medication for my cancer.,1
3647,asthma,UK,Just finished a great workout at the gym Feeling energized,0
3648,allergy,France,This weather is perfect for a long run.,0
3649,asthma,UK,Just finished a great workout at the gym Feeling energized,0
3650,fitness,South Africa,Does anyone know good treatments for fitness?,1
3651,fitness,Australia,I've been feeling really sick with fitness all week. Anyone have any tips?,1
3652,workout,France,Just finished a great workout at the gym Feeling energized,0
3653,headache,India,My headache symptoms are just unbearable.,1
3654,cancer,Germany,My cancer symptoms are just unbearable.,1
3655,medication,Germany,"Loving the new place I moved into, feels great!",0
3656,allergy,France,This weather is perfect for a long run.,0
3657,diabetes,Japan,I can't believe I have diabetes.,1
3658,cold,USA,Feeling great after a relaxing yoga session.,0
3659,cancer,South Africa,Does anyone know good treatments for cancer?,1
3660,cancer,Brazil,"Doctor prescribed me new cancer medication, hoping it helps.",1
3661,medication,France,"Had a nice cup of coffee, time to start the day!",0
3662,flu,Australia,"I've just been diagnosed with flu, looking for support.",1
3663,headache,Canada,Finally got medication for my headache.,1
3664,cancer,UK,Anyone else suffering from cancer lately?,1
3665,diabetes,Brazil,"Ugh, I've had a diabetes all day. Anyone know any good remedies?",1
3666,fitness,South Africa,My grandma just passed away from fitness. RIP,1
3667,allergy,France,"I'm all about that gym life, workouts every day.",0
3668,fitness,Canada,Does anyone know good treatments for fitness?,1
3669,flu,India,Does anyone know good treatments for flu?,1
3670,allergy,UK,I absolutely love my fitness journey so far.,0
3671,flu,India,My flu symptoms are just unbearable.,1
3672,cold,Australia,"Had a nice cup of coffee, time to start the day!",0
3673,allergy,South Africa,Getting into the best shape of my life.,0
3674,medication,Brazil,"Just had an amazing run, feeling so fit.",0
3675,cancer,France,Finally got medication for my cancer.,1
3676,asthma,India,Loving this healthy lifestyle I've been following.,0
3677,headache,South Africa,"Doctor prescribed me new headache medication, hoping it helps.",1
3678,allergy,South Africa,Feeling great after a relaxing yoga session.,0
3679,allergy,UK,Fitness goals achieved for the day!,0
3680,workout,UK,Fitness goals achieved for the day!,0
3681,headache,India,My grandma just passed away from headache. RIP,1
3682,cancer,USA,"Ugh, I've had a cancer all day. Anyone know any good remedies?",1
3683,diabetes,USA,"I've just been diagnosed with diabetes, looking for support.",1
3684,headache,UK,My grandma just passed away from headache. RIP,1
3685,asthma,India,Just finished a great workout at the gym Feeling energized,0
